X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,Y
"3,18Е-03","0,00Е+00","3,71Е-01","0,00Е+00","2,14Е-01","3,55Е-01","7,11Е-02","2,24Е-01","1,30Е-01","1,72Е-01","6,38Е-01","8,79Е-01","7,68Е-01","1,01Е-05","0,00Е+00","1,18Е-03","0,00Е+00","6,81Е-04","1,13Е-03","2,26Е-04","7,12Е-04","4,15Е-04","5,47Е-04","2,03Е-03","2,80Е-03","2,44Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,38Е-01","0,00Е+00","7,95Е-02","1,32Е-01","2,64Е-02","8,30Е-02","4,84Е-02","6,38Е-02","2,37Е-01","3,26Е-01","2,85Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,58Е-02","7,59Е-02","1,52Е-02","4,78Е-02","2,79Е-02","3,68Е-02","1,37Е-01","1,88Е-01","1,64Е-01","1,26Е-01","2,52Е-02","7,93Е-02","4,63Е-02","6,09Е-02","2,26Е-01","3,12Е-01","2,72Е-01","5,05Е-03","1,59Е-02","9,27Е-03","1,22Е-02","4,54Е-02","6,25Е-02","5,46Е-02","5,00Е-02","2,92Е-02","3,84Е-02","1,43Е-01","1,96Е-01","1,72Е-01","1,70Е-02","2,24Е-02","8,33Е-02","1,15Е-01","1,00Е-01","2,95Е-02","1,10Е-01","1,51Е-01","1,32Е-01","4,07Е-01","5,61Е-01","4,90Е-01","7,73Е-01","6,75Е-01","5,89Е-01","2,37Е+01"
"2,15Е-03","0,00Е+00","3,71Е-01","0,00Е+00","2,14Е-01","5,02Е-01","4,07Е-01","2,56Е-01","1,30Е-01","1,72Е-01","6,38Е-01","9,92Е-01","2,14Е-01","4,64Е-06","0,00Е+00","8,00Е-04","0,00Е+00","4,61Е-04","1,08Е-03","8,77Е-04","5,52Е-04","2,81Е-04","3,70Е-04","1,38Е-03","2,14Е-03","4,60Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,38Е-01","0,00Е+00","7,95Е-02","1,86Е-01","1,51Е-01","9,51Е-02","4,84Е-02","6,38Е-02","2,37Е-01","3,68Е-01","7,93Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,58Е-02","1,07Е-01","8,71Е-02","5,48Е-02","2,79Е-02","3,68Е-02","1,37Е-01","2,12Е-01","4,57Е-02","2,52Е-01","2,04Е-01","1,29Е-01","6,55Е-02","8,63Е-02","3,21Е-01","4,98Е-01","1,07Е-01","1,65Е-01","1,04Е-01","5,31Е-02","6,99Е-02","2,60Е-01","4,03Е-01","8,69Е-02","6,56Е-02","3,34Е-02","4,40Е-02","1,63Е-01","2,54Е-01","5,47Е-02","1,70Е-02","2,24Е-02","8,33Е-02","1,29Е-01","2,79Е-02","2,95Е-02","1,10Е-01","1,70Е-01","3,67Е-02","4,07Е-01","6,33Е-01","1,36Е-01","9,84Е-01","2,12Е-01","4,56Е-02","2,50Е+01"
"4,41Е-04","0,00Е+00","4,92Е-01","1,00Е+00","3,40Е-01","4,46Е-01","5,47Е-01","1,80Е-01","1,74Е-01","1,70Е-01","4,04Е-01","9,90Е-01","3,25Е-01","1,95Е-07","0,00Е+00","2,17Е-04","4,41Е-04","1,50Е-04","1,97Е-04","2,41Е-04","7,96Е-05","7,68Е-05","7,50Е-05","1,78Е-04","4,37Е-04","1,44Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,42Е-01","4,92Е-01","1,67Е-01","2,20Е-01","2,69Е-01","8,88Е-02","8,56Е-02","8,36Е-02","1,99Е-01","4,87Е-01","1,60Е-01","1,00Е+00","3,40Е-01","4,46Е-01","5,47Е-01","1,80Е-01","1,74Е-01","1,70Е-01","4,04Е-01","9,90Е-01","3,25Е-01","1,15Е-01","1,51Е-01","1,86Е-01","6,12Е-02","5,90Е-02","5,77Е-02","1,37Е-01","3,36Е-01","1,10Е-01","1,99Е-01","2,44Е-01","8,04Е-02","7,75Е-02","7,57Е-02","1,80Е-01","4,41Е-01","1,45Е-01","2,99Е-01","9,86Е-02","9,51Е-02","9,29Е-02","2,21Е-01","5,41Е-01","1,78Е-01","3,25Е-02","3,14Е-02","3,06Е-02","7,29Е-02","1,78Е-01","5,86Е-02","3,02Е-02","2,95Е-02","7,03Е-02","1,72Е-01","5,65Е-02","2,88Е-02","6,87Е-02","1,68Е-01","5,52Е-02","1,63Е-01","4,00Е-01","1,31Е-01","9,79Е-01","3,22Е-01","1,06Е-01","2,33Е+01"
"7,17Е-04","0,00Е+00","4,92Е-01","0,00Е+00","3,40Е-01","5,90Е-01","8,47Е-01","2,08Е-01","1,74Е-01","1,70Е-01","4,04Е-01","9,90Е-01","2,20Е-01","5,14Е-07","0,00Е+00","3,53Е-04","0,00Е+00","2,43Е-04","4,23Е-04","6,07Е-04","1,49Е-04","1,25Е-04","1,22Е-04","2,90Е-04","7,10Е-04","1,58Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,42Е-01","0,00Е+00","1,67Е-01","2,91Е-01","4,17Е-01","1,03Е-01","8,56Е-02","8,36Е-02","1,99Е-01","4,87Е-01","1,08Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,15Е-01","2,00Е-01","2,87Е-01","7,07Е-02","5,90Е-02","5,77Е-02","1,37Е-01","3,36Е-01","7,46Е-02","3,49Е-01","5,00Е-01","1,23Е-01","1,03Е-01","1,00Е-01","2,39Е-01","5,84Е-01","1,30Е-01","7,17Е-01","1,76Е-01","1,47Е-01","1,44Е-01","3,42Е-01","8,38Е-01","1,86Е-01","4,34Е-02","3,62Е-02","3,54Е-02","8,42Е-02","2,06Е-01","4,58Е-02","3,02Е-02","2,95Е-02","7,03Е-02","1,72Е-01","3,82Е-02","2,88Е-02","6,87Е-02","1,68Е-01","3,73Е-02","1,63Е-01","4,00Е-01","8,88Е-02","9,79Е-01","2,17Е-01","4,82Е-02","2,87Е+01"
"1,17Е-03","0,00Е+00","4,92Е-01","1,00Е+00","3,40Е-01","4,58Е-01","9,36Е-01","1,60Е-01","1,74Е-01","1,70Е-01","4,04Е-01","1,00Е+00","4,47Е-01","1,38Е-06","0,00Е+00","5,78Е-04","1,17Е-03","3,98Е-04","5,37Е-04","1,10Е-03","1,88Е-04","2,04Е-04","1,99Е-04","4,74Е-04","1,17Е-03","5,24Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,42Е-01","4,92Е-01","1,67Е-01","2,25Е-01","4,61Е-01","7,88Е-02","8,56Е-02","8,36Е-02","1,99Е-01","4,92Е-01","2,20Е-01","1,00Е+00","3,40Е-01","4,58Е-01","9,36Е-01","1,60Е-01","1,74Е-01","1,70Е-01","4,04Е-01","1,00Е+00","4,47Е-01","1,15Е-01","1,55Е-01","3,18Е-01","5,43Е-02","5,90Е-02","5,77Е-02","1,37Е-01","3,40Е-01","1,52Е-01","2,10Е-01","4,29Е-01","7,33Е-02","7,96Е-02","7,78Е-02","1,85Е-01","4,58Е-01","2,05Е-01","8,76Е-01","1,50Е-01","1,63Е-01","1,59Е-01","3,78Е-01","9,36Е-01","4,18Е-01","2,56Е-02","2,78Е-02","2,72Е-02","6,47Е-02","1,60Е-01","7,15Е-02","3,02Е-02","2,95Е-02","7,03Е-02","1,74Е-01","7,77Е-02","2,88Е-02","6,87Е-02","1,70Е-01","7,59Е-02","1,63Е-01","4,04Е-01","1,81Е-01","1,00Е+00","4,47Е-01","2,00Е-01","2,15Е+01"
"1,21Е-03","0,00Е+00","4,92Е-01","1,00Е+00","3,40Е-01","5,39Е-01","9,22Е-01","2,03Е-01","1,74Е-01","1,70Е-01","4,04Е-01","9,92Е-01","2,42Е-01","1,47Е-06","0,00Е+00","5,97Е-04","1,21Е-03","4,12Е-04","6,54Е-04","1,12Е-03","2,46Е-04","2,11Е-04","2,06Е-04","4,90Е-04","1,20Е-03","2,94Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,42Е-01","4,92Е-01","1,67Е-01","2,65Е-01","4,54Е-01","1,00Е-01","8,56Е-02","8,36Е-02","1,99Е-01","4,88Е-01","1,19Е-01","1,00Е+00","3,40Е-01","5,39Е-01","9,22Е-01","2,03Е-01","1,74Е-01","1,70Е-01","4,04Е-01","9,92Е-01","2,42Е-01","1,15Е-01","1,83Е-01","3,13Е-01","6,90Е-02","5,90Е-02","5,77Е-02","1,37Е-01","3,37Е-01","8,22Е-02","2,90Е-01","4,97Е-01","1,09Е-01","9,37Е-02","9,15Е-02","2,18Е-01","5,35Е-01","1,30Е-01","8,50Е-01","1,87Е-01","1,60Е-01","1,57Е-01","3,73Е-01","9,14Е-01","2,23Е-01","4,13Е-02","3,53Е-02","3,45Е-02","8,21Е-02","2,02Е-01","4,92Е-02","3,02Е-02","2,95Е-02","7,03Е-02","1,73Е-01","4,21Е-02","2,88Е-02","6,87Е-02","1,68Е-01","4,11Е-02","1,63Е-01","4,01Е-01","9,78Е-02","9,84Е-01","2,40Е-01","5,86Е-02","2,30Е+01"
"3,95Е-03","0,00Е+00","2,10Е-01","1,00Е+00","2,51Е-01","6,50Е-01","8,82Е-01","1,58Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,87Е-01","2,20Е-01","1,56Е-05","0,00Е+00","8,32Е-04","3,95Е-03","9,93Е-04","2,57Е-03","3,49Е-03","6,23Е-04","1,20Е-03","9,05Е-04","2,02Е-03","3,90Е-03","8,71Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","2,10Е-01","5,28Е-02","1,37Е-01","1,85Е-01","3,31Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,08Е-01","4,63Е-02","1,00Е+00","2,51Е-01","6,50Е-01","8,82Е-01","1,58Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,87Е-01","2,20Е-01","6,30Е-02","1,63Е-01","2,21Е-01","3,95Е-02","7,64Е-02","5,75Е-02","1,28Е-01","2,48Е-01","5,53Е-02","4,22Е-01","5,73Е-01","1,02Е-01","1,98Е-01","1,49Е-01","3,32Е-01","6,41Е-01","1,43Е-01","7,77Е-01","1,39Е-01","2,68Е-01","2,02Е-01","4,50Е-01","8,70Е-01","1,94Е-01","2,48Е-02","4,79Е-02","3,61Е-02","8,04Е-02","1,55Е-01","3,47Е-02","9,26Е-02","6,97Е-02","1,55Е-01","3,00Е-01","6,70Е-02","5,24Е-02","1,17Е-01","2,26Е-01","5,04Е-02","2,61Е-01","5,04Е-01","1,12Е-01","9,74Е-01","2,17Е-01","4,85Е-02","2,67Е+01"
"4,51Е-03","0,00Е+00","2,10Е-01","1,00Е+00","2,51Е-01","4,99Е-01","9,10Е-01","1,74Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,96Е-01","5,44Е-01","2,04Е-05","0,00Е+00","9,49Е-04","4,51Е-03","1,13Е-03","2,25Е-03","4,11Е-03","7,87Е-04","1,37Е-03","1,03Е-03","2,30Е-03","4,49Е-03","2,46Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","2,10Е-01","5,28Е-02","1,05Е-01","1,92Е-01","3,67Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,10Е-01","1,15Е-01","1,00Е+00","2,51Е-01","4,99Е-01","9,10Е-01","1,74Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,96Е-01","5,44Е-01","6,30Е-02","1,25Е-01","2,29Е-01","4,38Е-02","7,64Е-02","5,75Е-02","1,28Е-01","2,50Е-01","1,37Е-01","2,49Е-01","4,54Е-01","8,70Е-02","1,52Е-01","1,14Е-01","2,55Е-01","4,97Е-01","2,72Е-01","8,29Е-01","1,59Е-01","2,77Е-01","2,08Е-01","4,65Е-01","9,07Е-01","4,96Е-01","3,04Е-02","5,31Е-02","4,00Е-02","8,91Е-02","1,74Е-01","9,50Е-02","9,26Е-02","6,97Е-02","1,55Е-01","3,03Е-01","1,66Е-01","5,24Е-02","1,17Е-01","2,28Е-01","1,25Е-01","2,61Е-01","5,09Е-01","2,78Е-01","9,92Е-01","5,42Е-01","2,96Е-01","2,17Е+01"
"6,94Е-03","0,00Е+00","2,10Е-01","1,00Е+00","2,51Е-01","6,36Е-01","7,70Е-01","1,95Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,84Е-01","2,26Е-01","4,81Е-05","0,00Е+00","1,46Е-03","6,94Е-03","1,74Е-03","4,41Е-03","5,34Е-03","1,35Е-03","2,11Е-03","1,59Е-03","3,54Е-03","6,82Е-03","1,57Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","2,10Е-01","5,28Е-02","1,34Е-01","1,62Е-01","4,10Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,07Е-01","4,76Е-02","1,00Е+00","2,51Е-01","6,36Е-01","7,70Е-01","1,95Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,84Е-01","2,26Е-01","6,30Е-02","1,60Е-01","1,93Е-01","4,89Е-02","7,64Е-02","5,75Е-02","1,28Е-01","2,47Е-01","5,68Е-02","4,04Е-01","4,90Е-01","1,24Е-01","1,93Е-01","1,46Е-01","3,25Е-01","6,25Е-01","1,44Е-01","5,93Е-01","1,50Е-01","2,34Е-01","1,76Е-01","3,93Е-01","7,58Е-01","1,74Е-01","3,80Е-02","5,93Е-02","4,46Е-02","9,95Е-02","1,92Е-01","4,41Е-02","9,26Е-02","6,97Е-02","1,55Е-01","2,99Е-01","6,89Е-02","5,24Е-02","1,17Е-01","2,25Е-01","5,18Е-02","2,61Е-01","5,02Е-01","1,16Е-01","9,67Е-01","2,23Е-01","5,12Е-02","2,75Е+01"
"6,84Е-03","0,00Е+00","2,10Е-01","0,00Е+00","2,51Е-01","5,86Е-01","8,02Е-01","1,95Е-01","3,04Е-01","2,29Е-01","5,11Е-01","1,00Е+00","1,62Е-01","4,68Е-05","0,00Е+00","1,44Е-03","0,00Е+00","1,72Е-03","4,01Е-03","5,49Е-03","1,33Е-03","2,08Е-03","1,57Е-03","3,49Е-03","6,84Е-03","1,11Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","0,00Е+00","5,28Е-02","1,23Е-01","1,69Е-01","4,10Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,10Е-01","3,41Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","6,30Е-02","1,47Е-01","2,01Е-01","4,89Е-02","7,64Е-02","5,75Е-02","1,28Е-01","2,51Е-01","4,07Е-02","3,43Е-01","4,70Е-01","1,14Е-01","1,78Е-01","1,34Е-01","2,99Е-01","5,86Е-01","9,49Е-02","6,44Е-01","1,56Е-01","2,44Е-01","1,84Е-01","4,10Е-01","8,02Е-01","1,30Е-01","3,80Е-02","5,93Е-02","4,46Е-02","9,95Е-02","1,95Е-01","3,16Е-02","9,26Е-02","6,97Е-02","1,55Е-01","3,04Е-01","4,93Е-02","5,24Е-02","1,17Е-01","2,29Е-01","3,71Е-02","2,61Е-01","5,11Е-01","8,27Е-02","1,00Е+00","1,62Е-01","2,62Е-02","3,01Е+01"
"3,47Е-03","0,00Е+00","2,10Е-01","0,00Е+00","2,45Е-01","9,02Е-01","7,77Е-01","1,60Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,70Е-01","6,65Е-02","1,21Е-05","0,00Е+00","7,31Е-04","0,00Е+00","8,50Е-04","3,13Е-03","2,70Е-03","5,57Е-04","1,06Е-03","7,95Е-04","1,77Е-03","3,37Е-03","2,31Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","0,00Е+00","5,15Е-02","1,90Е-01","1,63Е-01","3,38Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,04Е-01","1,40Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","6,00Е-02","2,21Е-01","1,90Е-01","3,93Е-02","7,45Е-02","5,61Е-02","1,25Е-01","2,38Е-01","1,63Е-02","8,13Е-01","7,00Е-01","1,45Е-01","2,74Е-01","2,06Е-01","4,60Е-01","8,75Е-01","6,00Е-02","6,03Е-01","1,25Е-01","2,36Е-01","1,78Е-01","3,97Е-01","7,53Е-01","5,16Е-02","2,58Е-02","4,88Е-02","3,68Е-02","8,19Е-02","1,56Е-01","1,07Е-02","9,26Е-02","6,97Е-02","1,55Е-01","2,95Е-01","2,02Е-02","5,24Е-02","1,17Е-01","2,22Е-01","1,52Е-02","2,61Е-01","4,95Е-01","3,40Е-02","9,41Е-01","6,45Е-02","4,42Е-03","4,48Е+01"
"5,85Е-03","0,00Е+00","2,10Е-01","0,00Е+00","2,45Е-01","9,89Е-01","8,25Е-01","1,60Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,62Е-01","8,00Е-02","3,42Е-05","0,00Е+00","1,23Е-03","0,00Е+00","1,43Е-03","5,79Е-03","4,83Е-03","9,39Е-04","1,78Е-03","1,34Е-03","2,99Е-03","5,63Е-03","4,68Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","0,00Е+00","5,15Е-02","2,08Е-01","1,74Е-01","3,38Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,03Е-01","1,68Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","6,00Е-02","2,42Е-01","2,02Е-01","3,93Е-02","7,45Е-02","5,61Е-02","1,25Е-01","2,36Е-01","1,96Е-02","9,79Е-01","8,16Е-01","1,59Е-01","3,01Е-01","2,27Е-01","5,05Е-01","9,52Е-01","7,92Е-02","6,80Е-01","1,32Е-01","2,51Е-01","1,89Е-01","4,21Е-01","7,94Е-01","6,60Е-02","2,58Е-02","4,88Е-02","3,68Е-02","8,19Е-02","1,54Е-01","1,28Е-02","9,26Е-02","6,97Е-02","1,55Е-01","2,93Е-01","2,44Е-02","5,24Е-02","1,17Е-01","2,20Е-01","1,83Е-02","2,61Е-01","4,91Е-01","4,09Е-02","9,26Е-01","7,70Е-02","6,40Е-03","5,00Е+01"
"4,22Е-03","0,00Е+00","2,10Е-01","0,00Е+00","2,45Е-01","8,58Е-01","8,61Е-01","1,90Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,76Е-01","3,86Е-02","1,78Е-05","0,00Е+00","8,89Е-04","0,00Е+00","1,03Е-03","3,63Е-03","3,64Е-03","8,01Е-04","1,29Е-03","9,67Е-04","2,16Е-03","4,12Е-03","1,63Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","0,00Е+00","5,15Е-02","1,81Е-01","1,81Е-01","3,99Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,05Е-01","8,13Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","6,00Е-02","2,10Е-01","2,11Е-01","4,64Е-02","7,45Е-02","5,61Е-02","1,25Е-01","2,39Е-01","9,46Е-03","7,37Е-01","7,39Е-01","1,63Е-01","2,61Е-01","1,97Е-01","4,38Е-01","8,38Е-01","3,32Е-02","7,41Е-01","1,63Е-01","2,62Е-01","1,97Е-01","4,40Е-01","8,40Е-01","3,33Е-02","3,60Е-02","5,77Е-02","4,34Е-02","9,69Е-02","1,85Е-01","7,33Е-03","9,26Е-02","6,97Е-02","1,55Е-01","2,97Е-01","1,18Е-02","5,24Е-02","1,17Е-01","2,24Е-01","8,85Е-03","2,61Е-01","4,98Е-01","1,97Е-02","9,53Е-01","3,77Е-02","1,49Е-03","3,76Е+01"
"4,56Е-03","0,00Е+00","2,10Е-01","0,00Е+00","2,45Е-01","6,90Е-01","7,93Е-01","1,90Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,37Е-01","1,28Е-01","2,08Е-05","0,00Е+00","9,60Е-04","0,00Е+00","1,12Е-03","3,15Е-03","3,62Е-03","8,66Е-04","1,39Е-03","1,05Е-03","2,33Е-03","4,28Е-03","5,83Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","0,00Е+00","5,15Е-02","1,45Е-01","1,67Е-01","3,99Е-02","6,40Е-02","4,82Е-02","1,07Е-01","1,97Е-01","2,69Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","6,00Е-02","1,69Е-01","1,94Е-01","4,64Е-02","7,45Е-02","5,61Е-02","1,25Е-01","2,30Е-01","3,13Е-02","4,76Е-01","5,47Е-01","1,31Е-01","2,10Е-01","1,58Е-01","3,52Е-01","6,47Е-01","8,82Е-02","6,29Е-01","1,50Е-01","2,41Е-01","1,82Е-01","4,05Е-01","7,43Е-01","1,01Е-01","3,60Е-02","5,77Е-02","4,34Е-02","9,69Е-02","1,78Е-01","2,42Е-02","9,26Е-02","6,97Е-02","1,55Е-01","2,85Е-01","3,89Е-02","5,24Е-02","1,17Е-01","2,15Е-01","2,93Е-02","2,61Е-01","4,79Е-01","6,52Е-02","8,79Е-01","1,20Е-01","1,63Е-02","3,16Е+01"
"3,28Е-03","0,00Е+00","2,10Е-01","0,00Е+00","2,45Е-01","7,90Е-01","1,45Е-01","2,04Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,51Е-01","6,04Е-02","1,08Е-05","0,00Е+00","6,90Е-04","0,00Е+00","8,03Е-04","2,59Е-03","4,76Е-04","6,70Е-04","9,98Е-04","7,51Е-04","1,68Е-03","3,12Е-03","1,98Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","0,00Е+00","5,15Е-02","1,66Е-01","3,06Е-02","4,30Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,00Е-01","1,27Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","6,00Е-02","1,94Е-01","3,56Е-02","5,00Е-02","7,45Е-02","5,61Е-02","1,25Е-01","2,33Е-01","1,48Е-02","6,25Е-01","1,15Е-01","1,61Е-01","2,41Е-01","1,81Е-01","4,04Е-01","7,52Е-01","4,78Е-02","2,11Е-02","2,97Е-02","4,42Е-02","3,33Е-02","7,42Е-02","1,38Е-01","8,78Е-03","4,17Е-02","6,21Е-02","4,68Е-02","1,04Е-01","1,94Е-01","1,23Е-02","9,26Е-02","6,97Е-02","1,55Е-01","2,89Е-01","1,84Е-02","5,24Е-02","1,17Е-01","2,18Е-01","1,38Е-02","2,61Е-01","4,86Е-01","3,09Е-02","9,05Е-01","5,75Е-02","3,65Е-03","4,67Е+01"
"4,89Е-03","0,00Е+00","2,10Е-01","0,00Е+00","2,45Е-01","5,73Е-01","1,91Е-01","2,04Е-01","3,04Е-01","2,29Е-01","5,11Е-01","9,58Е-01","5,60Е-02","2,40Е-05","0,00Е+00","1,03Е-03","0,00Е+00","1,20Е-03","2,81Е-03","9,33Е-04","9,99Е-04","1,49Е-03","1,12Е-03","2,50Е-03","4,69Е-03","2,74Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,43Е-02","0,00Е+00","5,15Е-02","1,21Е-01","4,01Е-02","4,30Е-02","6,40Е-02","4,82Е-02","1,07Е-01","2,02Е-01","1,18Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","6,00Е-02","1,40Е-01","4,67Е-02","5,00Е-02","7,45Е-02","5,61Е-02","1,25Е-01","2,35Е-01","1,37Е-02","3,28Е-01","1,09Е-01","1,17Е-01","1,74Е-01","1,31Е-01","2,93Е-01","5,49Е-01","3,21Е-02","3,63Е-02","3,89Е-02","5,80Е-02","4,36Е-02","9,73Е-02","1,83Е-01","1,07Е-02","4,17Е-02","6,21Е-02","4,68Е-02","1,04Е-01","1,96Е-01","1,14Е-02","9,26Е-02","6,97Е-02","1,55Е-01","2,92Е-01","1,70Е-02","5,24Е-02","1,17Е-01","2,19Е-01","1,28Е-02","2,61Е-01","4,89Е-01","2,86Е-02","9,18Е-01","5,37Е-02","3,14Е-03","3,15Е+01"
